part,data_name,nums,shuffle
part_train,20260305_jy_itv_640_merge/train,10000000000,TRUE
part_train,20260112_jy_itv_640_merge/train,10000000000,TRUE
part_train,20260112_jy_ctv_640_merge/train,500000000000,TRUE
part_train,20260112_jy_ftv_640_merge/train,500000000000,TRUE
part_train,20260305_jy_ftv_640_merge/train,500000000000,TRUE
part_train,20260305_jy_ctv_640_merge/train,500000000000,TRUE
part_train,20260112_jy_itv_background_merge/train,1200,TRUE
part_train,20260305_jy_ctv_background_merge/train,1200,TRUE
part_train,20260305_jy_ftv_background_merge/train,1200,TRUE
part_train,20260305_jy_itv_background_merge/train,1200,TRUE

part_val,20260305_jy_itv_640_merge/val,10000000000,TRUE
part_val,20260112_jy_itv_640_merge/val,10000000000,TRUE
part_val,20260112_jy_ctv_640_merge/val,10000000000,TRUE
part_val,20260112_jy_ftv_640_merge/val,10000000000,TRUE
part_val,20260305_jy_ftv_640_merge/val,10000000000,TRUE
part_val,20260305_jy_ctv_640_merge/val,10000000000,TRUE
part_val,20260112_jy_itv_background_merge/val,10000000000,TRUE
part_val,20260305_jy_ctv_background_merge/val,10000000000,TRUE
part_val,20260305_jy_ftv_background_merge/val,10000000000,TRUE
part_val,20260305_jy_itv_background_merge/val,10000000000,TRUE

